source_root,source_split,source_image,source_label,target_split,target_image,target_label,sha1,box_count
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000027_v8_div_balv2_0027__GS__MS_GS_R2-mov__t49-48_jpg.rf.04729b7b663e236b2f54cf1380e27_bff59e79.jpg,data/annotations/final_combined_1class_20260213/train/labels/000027_v8_div_balv2_0027__GS__MS_GS_R2-mov__t49-48_jpg.rf.04729b7b663e236b2f54cf1380e27_bff59e79.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000032_000027_v8_div_balv2_0027__GS__MS_GS_R2-mov__t49-48_jpg.rf.04729b7b663e236b2f54cf_bff59e79.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000032_000027_v8_div_balv2_0027__GS__MS_GS_R2-mov__t49-48_jpg.rf.04729b7b663e236b2f54cf_bff59e79.txt,bff59e7921cebc749867d5b649aa8896675197e4,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000028_v8_div_balv2_0031__GS__Lucas_GS_T-mov__t19-68_jpg.rf.02c0fc84383105a7472a50c8c15_c5011810.jpg,data/annotations/final_combined_1class_20260213/train/labels/000028_v8_div_balv2_0031__GS__Lucas_GS_T-mov__t19-68_jpg.rf.02c0fc84383105a7472a50c8c15_c5011810.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000033_000028_v8_div_balv2_0031__GS__Lucas_GS_T-mov__t19-68_jpg.rf.02c0fc84383105a7472a_c5011810.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000033_000028_v8_div_balv2_0031__GS__Lucas_GS_T-mov__t19-68_jpg.rf.02c0fc84383105a7472a_c5011810.txt,c5011810c68e899b27facf049526355855d71c84,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000029_v8_div_balv2_0037__GS__MS_GS_R-mov__t34-76_jpg.rf.f2155d0643278af4e8fa9a555bbbf7_b348dce4.jpg,data/annotations/final_combined_1class_20260213/train/labels/000029_v8_div_balv2_0037__GS__MS_GS_R-mov__t34-76_jpg.rf.f2155d0643278af4e8fa9a555bbbf7_b348dce4.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000034_000029_v8_div_balv2_0037__GS__MS_GS_R-mov__t34-76_jpg.rf.f2155d0643278af4e8fa9a5_b348dce4.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000034_000029_v8_div_balv2_0037__GS__MS_GS_R-mov__t34-76_jpg.rf.f2155d0643278af4e8fa9a5_b348dce4.txt,b348dce43b8767bcb36972f5d290022c01012d8e,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000030_v8_div_balv2_0041__GS__Lucas_GS_T2-mov__t38-99_jpg.rf.d9453074b0aeb204d8675aa6f8_4094cfc6.jpg,data/annotations/final_combined_1class_20260213/train/labels/000030_v8_div_balv2_0041__GS__Lucas_GS_T2-mov__t38-99_jpg.rf.d9453074b0aeb204d8675aa6f8_4094cfc6.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000035_000030_v8_div_balv2_0041__GS__Lucas_GS_T2-mov__t38-99_jpg.rf.d9453074b0aeb204d86_4094cfc6.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000035_000030_v8_div_balv2_0041__GS__Lucas_GS_T2-mov__t38-99_jpg.rf.d9453074b0aeb204d86_4094cfc6.txt,4094cfc6acf9f964f60d81b5d8d9d00014722b32,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca668c269f8_e68f4a69.jpg,data/annotations/final_combined_1class_20260213/train/labels/000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca668c269f8_e68f4a69.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000036_000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca66_e68f4a69.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000036_000031_v8_div_balv2_0043__GS__MS_GS_R-mov__t25-46_jpg.rf.c550974332d460adb27ca66_e68f4a69.txt,e68f4a693afdface2db5265418068a3b3ac166a6,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000032_v8_div_balv2_0047__GS__Lucas_GS_T2-mov__t34-82_jpg.rf.c8d7288033046b7885a7339e9a_00cb2e3d.jpg,data/annotations/final_combined_1class_20260213/train/labels/000032_v8_div_balv2_0047__GS__Lucas_GS_T2-mov__t34-82_jpg.rf.c8d7288033046b7885a7339e9a_00cb2e3d.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000037_000032_v8_div_balv2_0047__GS__Lucas_GS_T2-mov__t34-82_jpg.rf.c8d7288033046b7885a_00cb2e3d.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000037_000032_v8_div_balv2_0047__GS__Lucas_GS_T2-mov__t34-82_jpg.rf.c8d7288033046b7885a_00cb2e3d.txt,00cb2e3d04713cf6ad83071bdcb5003d9f84311f,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000033_v8_div_balv2_0049__GS__MS_GS_R-mov__t2-22_jpg.rf.4afb8380eacea5ce25f251ffc349e91_c27f4f70.jpg,data/annotations/final_combined_1class_20260213/train/labels/000033_v8_div_balv2_0049__GS__MS_GS_R-mov__t2-22_jpg.rf.4afb8380eacea5ce25f251ffc349e91_c27f4f70.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000038_000033_v8_div_balv2_0049__GS__MS_GS_R-mov__t2-22_jpg.rf.4afb8380eacea5ce25f251ff_c27f4f70.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000038_000033_v8_div_balv2_0049__GS__MS_GS_R-mov__t2-22_jpg.rf.4afb8380eacea5ce25f251ff_c27f4f70.txt,c27f4f70eb8028ec4124a9a1fffe322a9e369acc,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000034_v8_div_balv2_0050__GS__MS_GS_R-mov__t48-70_jpg.rf.48e6930cbbaacf4827024db447ee64_f8c361fc.jpg,data/annotations/final_combined_1class_20260213/train/labels/000034_v8_div_balv2_0050__GS__MS_GS_R-mov__t48-70_jpg.rf.48e6930cbbaacf4827024db447ee64_f8c361fc.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000039_000034_v8_div_balv2_0050__GS__MS_GS_R-mov__t48-70_jpg.rf.48e6930cbbaacf4827024db_f8c361fc.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000039_000034_v8_div_balv2_0050__GS__MS_GS_R-mov__t48-70_jpg.rf.48e6930cbbaacf4827024db_f8c361fc.txt,f8c361fc0e7a35704c5ac519aac94fd3d011982b,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000035_v8_div_balv2_0051__GS__Lucas_GS_T-mov__t0-61_jpg.rf.27090fa8f372f51a7171a5d6b3be_67cf855e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000035_v8_div_balv2_0051__GS__Lucas_GS_T-mov__t0-61_jpg.rf.27090fa8f372f51a7171a5d6b3be_67cf855e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000040_000035_v8_div_balv2_0051__GS__Lucas_GS_T-mov__t0-61_jpg.rf.27090fa8f372f51a7171a_67cf855e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000040_000035_v8_div_balv2_0051__GS__Lucas_GS_T-mov__t0-61_jpg.rf.27090fa8f372f51a7171a_67cf855e.txt,67cf855e1de4336d6dc6bd7af1a60e89f90a06dc,21
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000036_v8_div_balv2_0054__GS__Mikaela_Shifferin_GS_racing-mov__t18-53_jpg.rf.3a698d6488_ec5c9a74.jpg,data/annotations/final_combined_1class_20260213/train/labels/000036_v8_div_balv2_0054__GS__Mikaela_Shifferin_GS_racing-mov__t18-53_jpg.rf.3a698d6488_ec5c9a74.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000041_000036_v8_div_balv2_0054__GS__Mikaela_Shifferin_GS_racing-mov__t18-53_jpg.rf.3a6_ec5c9a74.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000041_000036_v8_div_balv2_0054__GS__Mikaela_Shifferin_GS_racing-mov__t18-53_jpg.rf.3a6_ec5c9a74.txt,ec5c9a7481f49bc58bd9742d27ba9b6bfd3c4537,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000037_v8_div_balv2_0057__GS__Lucas_GS_T2-mov__t5-63_jpg.rf.3879cd401c6f338e10ca6fc1fd5_67a281de.jpg,data/annotations/final_combined_1class_20260213/train/labels/000037_v8_div_balv2_0057__GS__Lucas_GS_T2-mov__t5-63_jpg.rf.3879cd401c6f338e10ca6fc1fd5_67a281de.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000042_000037_v8_div_balv2_0057__GS__Lucas_GS_T2-mov__t5-63_jpg.rf.3879cd401c6f338e10ca_67a281de.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000042_000037_v8_div_balv2_0057__GS__Lucas_GS_T2-mov__t5-63_jpg.rf.3879cd401c6f338e10ca_67a281de.txt,67a281de874582728dca091390f6e7731e6ffa92,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000038_v8_div_balv2_0060__GS__Mikaela_Shifferin_GS_racing-mov__t10-25_jpg.rf.31d9b9125f_b56657f3.jpg,data/annotations/final_combined_1class_20260213/train/labels/000038_v8_div_balv2_0060__GS__Mikaela_Shifferin_GS_racing-mov__t10-25_jpg.rf.31d9b9125f_b56657f3.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000043_000038_v8_div_balv2_0060__GS__Mikaela_Shifferin_GS_racing-mov__t10-25_jpg.rf.31d_b56657f3.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000043_000038_v8_div_balv2_0060__GS__Mikaela_Shifferin_GS_racing-mov__t10-25_jpg.rf.31d_b56657f3.txt,b56657f33cb44fe489b16339c472665786a05c00,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000039_v8_div_balv2_0062__GS__Lucas_GS_T-mov__t2-34_jpg.rf.5cabd0d37b95ccbc546e4fa2a2a1_b39d5ba9.jpg,data/annotations/final_combined_1class_20260213/train/labels/000039_v8_div_balv2_0062__GS__Lucas_GS_T-mov__t2-34_jpg.rf.5cabd0d37b95ccbc546e4fa2a2a1_b39d5ba9.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000044_000039_v8_div_balv2_0062__GS__Lucas_GS_T-mov__t2-34_jpg.rf.5cabd0d37b95ccbc546e4_b39d5ba9.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000044_000039_v8_div_balv2_0062__GS__Lucas_GS_T-mov__t2-34_jpg.rf.5cabd0d37b95ccbc546e4_b39d5ba9.txt,b39d5ba91047e490e1baebc6fa31322e6dc8ba37,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219c67fbcd_c9e42939.jpg,data/annotations/final_combined_1class_20260213/train/labels/000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219c67fbcd_c9e42939.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000045_000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219_c9e42939.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000045_000040_v8_div_balv2_0064__GS__Lucas_GS_T-mov__t7-54_jpg.rf.1ccca4844c7a9fd262219_c9e42939.txt,c9e4293998d55e9ebfb710b294994a810b54359c,8
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000041_v8_div_balv2_0066__GS__Mikaela_Shifferin_GS_racing-mov__t30-94_jpg.rf.5d40d4f274_bf57e136.jpg,data/annotations/final_combined_1class_20260213/train/labels/000041_v8_div_balv2_0066__GS__Mikaela_Shifferin_GS_racing-mov__t30-94_jpg.rf.5d40d4f274_bf57e136.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000046_000041_v8_div_balv2_0066__GS__Mikaela_Shifferin_GS_racing-mov__t30-94_jpg.rf.5d4_bf57e136.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000046_000041_v8_div_balv2_0066__GS__Mikaela_Shifferin_GS_racing-mov__t30-94_jpg.rf.5d4_bf57e136.txt,bf57e13640228f9e08dd386ceb5d2b9ac5f90632,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b3525927d66_da6b4bd6.jpg,data/annotations/final_combined_1class_20260213/train/labels/000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b3525927d66_da6b4bd6.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000047_000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b352_da6b4bd6.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000047_000042_v8_div_balv2_0067__GS__MO_GS_R-mov__t21-03_jpg.rf.7aeaee3b6eccf5687b2b352_da6b4bd6.txt,da6b4bd67945478148c56a0f279261b617d9b3ce,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000043_v8_div_balv2_0070__GS__MO_GS_R-mov__t24-27_jpg.rf.b48ae88f41e8a2974bbf7396ef5a42_eed80869.jpg,data/annotations/final_combined_1class_20260213/train/labels/000043_v8_div_balv2_0070__GS__MO_GS_R-mov__t24-27_jpg.rf.b48ae88f41e8a2974bbf7396ef5a42_eed80869.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000048_000043_v8_div_balv2_0070__GS__MO_GS_R-mov__t24-27_jpg.rf.b48ae88f41e8a2974bbf739_eed80869.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000048_000043_v8_div_balv2_0070__GS__MO_GS_R-mov__t24-27_jpg.rf.b48ae88f41e8a2974bbf739_eed80869.txt,eed80869311b3fe6f141f79fe5608873b135c3b5,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000044_v8_div_balv2_0072__GS__Mikaela_Shifferin_GS_racing-mov__t59-89_jpg.rf.76390c0040_38374cb9.jpg,data/annotations/final_combined_1class_20260213/train/labels/000044_v8_div_balv2_0072__GS__Mikaela_Shifferin_GS_racing-mov__t59-89_jpg.rf.76390c0040_38374cb9.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000049_000044_v8_div_balv2_0072__GS__Mikaela_Shifferin_GS_racing-mov__t59-89_jpg.rf.763_38374cb9.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000049_000044_v8_div_balv2_0072__GS__Mikaela_Shifferin_GS_racing-mov__t59-89_jpg.rf.763_38374cb9.txt,38374cb903250536f63cbe1f927a037daa9446df,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000045_v8_div_balv2_0073__GS__Lucas_GS_T2-mov__t9-80_jpg.rf.f781e7d840889e61f64704b162c_bda017c4.jpg,data/annotations/final_combined_1class_20260213/train/labels/000045_v8_div_balv2_0073__GS__Lucas_GS_T2-mov__t9-80_jpg.rf.f781e7d840889e61f64704b162c_bda017c4.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000050_000045_v8_div_balv2_0073__GS__Lucas_GS_T2-mov__t9-80_jpg.rf.f781e7d840889e61f647_bda017c4.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000050_000045_v8_div_balv2_0073__GS__Lucas_GS_T2-mov__t9-80_jpg.rf.f781e7d840889e61f647_bda017c4.txt,bda017c44568fc4f23b28868c7dc8cbb65243b1a,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da84162a118b_44b8d61c.jpg,data/annotations/final_combined_1class_20260213/train/labels/000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da84162a118b_44b8d61c.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000051_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000051_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.txt,44b8d61cfaab77c20ba80bfde6b098f633ba93b3,7
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000047_v8_div_balv2_0077__GS__Lucas_GS_T-mov__t11-01_jpg.rf.de35923041c08cc48a5d519241b_c2556b24.jpg,data/annotations/final_combined_1class_20260213/train/labels/000047_v8_div_balv2_0077__GS__Lucas_GS_T-mov__t11-01_jpg.rf.de35923041c08cc48a5d519241b_c2556b24.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000052_000047_v8_div_balv2_0077__GS__Lucas_GS_T-mov__t11-01_jpg.rf.de35923041c08cc48a5d_c2556b24.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000052_000047_v8_div_balv2_0077__GS__Lucas_GS_T-mov__t11-01_jpg.rf.de35923041c08cc48a5d_c2556b24.txt,c2556b24c9ea3bd143cb18c30f2e902f09b0469a,5
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000048_v8_div_balv2_0078__GS__MO_GS_R-mov__t37-26_jpg.rf.7eb0ab9fc6f18b0c728b427e79cd1e_17137b8e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000048_v8_div_balv2_0078__GS__MO_GS_R-mov__t37-26_jpg.rf.7eb0ab9fc6f18b0c728b427e79cd1e_17137b8e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000053_000048_v8_div_balv2_0078__GS__MO_GS_R-mov__t37-26_jpg.rf.7eb0ab9fc6f18b0c728b427_17137b8e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000053_000048_v8_div_balv2_0078__GS__MO_GS_R-mov__t37-26_jpg.rf.7eb0ab9fc6f18b0c728b427_17137b8e.txt,17137b8e8fd6787436089c098785a80898d3440c,3
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000049_v8_div_balv2_0080__GS__Mikaela_Shifferin_GS_racing-mov__t35-07_jpg.rf.b9d71f1492_a9642ac5.jpg,data/annotations/final_combined_1class_20260213/train/labels/000049_v8_div_balv2_0080__GS__Mikaela_Shifferin_GS_racing-mov__t35-07_jpg.rf.b9d71f1492_a9642ac5.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000054_000049_v8_div_balv2_0080__GS__Mikaela_Shifferin_GS_racing-mov__t35-07_jpg.rf.b9d_a9642ac5.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000054_000049_v8_div_balv2_0080__GS__Mikaela_Shifferin_GS_racing-mov__t35-07_jpg.rf.b9d_a9642ac5.txt,a9642ac587257fc95d83dd7e01fdf67d4a85b682,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000050_v8_div_balv2_0082__SL__MS_SL_R-mov__t5-02_jpg.rf.2506f01e51eacd62ab7bb6442657157_3ac861f1.jpg,data/annotations/final_combined_1class_20260213/train/labels/000050_v8_div_balv2_0082__SL__MS_SL_R-mov__t5-02_jpg.rf.2506f01e51eacd62ab7bb6442657157_3ac861f1.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000055_000050_v8_div_balv2_0082__SL__MS_SL_R-mov__t5-02_jpg.rf.2506f01e51eacd62ab7bb644_3ac861f1.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000055_000050_v8_div_balv2_0082__SL__MS_SL_R-mov__t5-02_jpg.rf.2506f01e51eacd62ab7bb644_3ac861f1.txt,3ac861f1f479023fb89c53d215ad9dc5b866f5e0,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000051_v8_div_balv2_0083__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t1-84_jpg.rf_f3c2b5b1.jpg,data/annotations/final_combined_1class_20260213/train/labels/000051_v8_div_balv2_0083__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t1-84_jpg.rf_f3c2b5b1.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000056_000051_v8_div_balv2_0083__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t1-84_f3c2b5b1.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000056_000051_v8_div_balv2_0083__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t1-84_f3c2b5b1.txt,f3c2b5b18f96fcbf92564842942d8b100695a8ac,3
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000052_v8_div_balv2_0089__SL__MS_SL_R-mov__t11-81_jpg.rf.f56b594f38c117b3534e3ed0afbb54_3066c824.jpg,data/annotations/final_combined_1class_20260213/train/labels/000052_v8_div_balv2_0089__SL__MS_SL_R-mov__t11-81_jpg.rf.f56b594f38c117b3534e3ed0afbb54_3066c824.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000057_000052_v8_div_balv2_0089__SL__MS_SL_R-mov__t11-81_jpg.rf.f56b594f38c117b3534e3ed_3066c824.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000057_000052_v8_div_balv2_0089__SL__MS_SL_R-mov__t11-81_jpg.rf.f56b594f38c117b3534e3ed_3066c824.txt,3066c824b00fdea6e31d194fc502d37ecc515ad5,4
